name,id,bd,competitor_id,photo,club,country
Alenka Dovzan,565109,1976,14218,https://data.fis-ski.com/general/load-competitor-picture/14218.html,,SLO
Marie-Michele Gagnon,105269,25-04-1989,104663,https://data.fis-ski.com/general/load-competitor-picture/104663.html,ORIGNAL,CAN
Isabelle Sourd,195275,1975,57831,https://data.fis-ski.com/general/load-competitor-picture/57831.html,Serre Cheval,FRA
Sarah Pardeller,297233,1988,96256,https://data.fis-ski.com/general/load-competitor-picture/96256.html,CS ESERCITO,ITA
Petra Robnik,565261,1984,51409,https://data.fis-ski.com/general/load-competitor-picture/51409.html,JES - SK Jesenice,SLO
Pamela Thorburn,225308,1986,61401,https://data.fis-ski.com/general/load-competitor-picture/61401.html,Aberdeen Ski Club,GBR
Carolin Fernsebner,206078,1986,70577,https://data.fis-ski.com/general/load-competitor-picture/70577.html,SK Ramsau,GER
Selina Egloff,516631,13-09-2001,220815,https://data.fis-ski.com/general/load-competitor-picture/220815.html,Lischana Scuol,SUI
Camilla Alfieri,296476,1985,712,https://data.fis-ski.com/general/load-competitor-picture/712.html,C.S. Esercito,ITA
Siri Bjoergen,425378,1979,5224,https://data.fis-ski.com/general/load-competitor-picture/5224.html,,NOR
Eva Huckova,705305,1986,70379,https://data.fis-ski.com/general/load-competitor-picture/70379.html,LKS Banska Bystrica,SVK
Elisabeth Kappaurer,56199,30-09-1994,156951,https://data.fis-ski.com/general/load-competitor-picture/156951.html,SC Bezau - Vorarlberg,AUT
Maria Bedareva,485632,1992,139432,https://data.fis-ski.com/general/load-competitor-picture/139432.html,Edelweis,RUS
Monica Huebner,206290,1990,118213,https://data.fis-ski.com/general/load-competitor-picture/118213.html,SC Garmisch,GER
Karin Dedler,205019,1963,12856,https://data.fis-ski.com/general/load-competitor-picture/12856.html,,GER
Sabina Panzanini,295229,1972,46057,https://data.fis-ski.com/general/load-competitor-picture/46057.html,,ITA
Gaby May,515082,1968,38747,https://data.fis-ski.com/general/load-competitor-picture/38747.html,,SUI
Nives Sitar,565047,1972,56799,https://data.fis-ski.com/general/load-competitor-picture/56799.html,,SLO
Klara Livk,565403,22-12-1994,154778,https://data.fis-ski.com/general/load-competitor-picture/154778.html,SK Alpetour,SLO
Emma Furuvik,255174,1981,18797,https://data.fis-ski.com/general/load-competitor-picture/18797.html,Ármann,ISL
Karin Truppe,55359,1978,62447,https://data.fis-ski.com/general/load-competitor-picture/62447.html,,AUT
Alexandra Meissnitzer,55212,1973,39512,https://data.fis-ski.com/general/load-competitor-picture/39512.html,Sport Association Abtenau,AUT
Brigitte Obermoser,55261,1976,44381,https://data.fis-ski.com/general/load-competitor-picture/44381.html,USC Altenmarkt,AUT
Nina Halme,185281,1990,116121,https://data.fis-ski.com/general/load-competitor-picture/116121.html,Kouvolan Hiihtoseura,FIN
Heidi Bowes,535022,1962,6663,https://data.fis-ski.com/general/load-competitor-picture/6663.html,,USA
Daria Krajewska,435404,06-01-1998,197442,https://data.fis-ski.com/general/load-competitor-picture/197442.html,AZS Zakopane,POL
Mizue Hoshi,306096,02-09-1985,25849,https://data.fis-ski.com/general/load-competitor-picture/25849.html,Yunotani Ski Club,JPN
Zali Steggall,45002,1974,160676,https://data.fis-ski.com/general/load-competitor-picture/160676.html,,SMR
Dagny Linda Kristjansdottir,255098,1980,32507,https://data.fis-ski.com/general/load-competitor-picture/32507.html,SKA,ISL
Therese Borssen,505610,1984,6312,https://data.fis-ski.com/general/load-competitor-picture/6312.html,Rattviks SLK,SWE
Abby Ghent,539363,1992,137139,https://data.fis-ski.com/general/load-competitor-picture/137139.html,University of Utah Ski Team,USA
Andrea Filser,206497,25-03-1993,146417,https://data.fis-ski.com/general/load-competitor-picture/146417.html,SV Wildsteig,GER
Olha Knysh,695108,06-10-1995,168412,https://data.fis-ski.com/general/load-competitor-picture/168412.html,SHC Avalanche,UKR
Nika Tomsic,565488,01-03-2000,213662,https://data.fis-ski.com/general/load-competitor-picture/213662.html,SK Pohorje,SLO
Sofie Olofsson,505351,1979,44993,https://data.fis-ski.com/general/load-competitor-picture/44993.html,Vemdalens IF,SWE
Magdalena Luczak,435432,31-12-2001,220884,https://data.fis-ski.com/general/load-competitor-picture/220884.html,Mitan-Ski Zakopane,POL
Mireia Tomas,495683,1988,95066,https://data.fis-ski.com/general/load-competitor-picture/95066.html,UEC,ESP
Barbara Merlin,295191,1972,39762,https://data.fis-ski.com/general/load-competitor-picture/39762.html,,ITA
Kathrin Hoelzl,205993,1984,25177,https://data.fis-ski.com/general/load-competitor-picture/25177.html,WSV Bischofswiesen,GER
Ragnhild Mowinckel,425929,12-09-1992,137399,https://data.fis-ski.com/general/load-competitor-picture/137399.html,Sp.Kl. Rival,NOR
Sophie Soelling,175024,1981,57467,https://data.fis-ski.com/general/load-competitor-picture/57467.html,,DEN
Sonia Vierin,295807,1977,64167,https://data.fis-ski.com/general/load-competitor-picture/64167.html,,ITA
Astrid Vierthaler,55622,1982,64169,https://data.fis-ski.com/general/load-competitor-picture/64169.html,,AUT
Jessica Walter,355038,1984,65174,https://data.fis-ski.com/general/load-competitor-picture/65174.html,Schaan,LIE
Lilian Kummer,515095,1975,32926,https://data.fis-ski.com/general/load-competitor-picture/32926.html,Riederalp,SUI
Heidi Zeller - Baehler,515138,1967,68139,https://data.fis-ski.com/general/load-competitor-picture/68139.html,,SUI
Katarzyna Wasek,435371,06-03-1996,174065,https://data.fis-ski.com/general/load-competitor-picture/174065.html,Srs Czantoria ustron,POL
Sarah Schleper,536481,19-02-1979,54515,https://data.fis-ski.com/general/load-competitor-picture/54515.html,Ski and Snowboard Club Vail,MEX
Silke Bachmann,295738,1977,2397,https://data.fis-ski.com/general/load-competitor-picture/2397.html,C.S. Forestale,ITA
Asa Ando,307493,24-04-1996,172645,https://data.fis-ski.com/general/load-competitor-picture/172645.html,"Nissin Healthcare Food Service Co.,",JPN
Maria Riesch Hoefl,206001,1984,50980,https://data.fis-ski.com/general/load-competitor-picture/50980.html,SC Partenkirchen,GER
Kendra Kobelka,105065,1967,31293,https://data.fis-ski.com/general/load-competitor-picture/31293.html,,CAN
Caroline Dupraz,195915,1981,14738,https://data.fis-ski.com/general/load-competitor-picture/14738.html,SC Lullinois,FRA
Josephine Forni,197540,27-06-1994,154704,https://data.fis-ski.com/general/load-competitor-picture/154704.html,S.C. Meribel,FRA
Katja Horvat,565400,1993,146690,https://data.fis-ski.com/general/load-competitor-picture/146690.html,SK Slovenj Gradec,SLO
Edith Rozsa,105347,1973,52343,https://data.fis-ski.com/general/load-competitor-picture/52343.html,,CAN
Roberta Midali,298723,10-11-1994,157047,https://data.fis-ski.com/general/load-competitor-picture/157047.html,C.S. ESERCITO,ITA
Sabrina Fanchini,297171,1988,96194,https://data.fis-ski.com/general/load-competitor-picture/96194.html,C.S. ESERCITO,ITA
Annie Winquist,425982,1993,145118,https://data.fis-ski.com/general/load-competitor-picture/145118.html,Lillehammer Skiclub,NOR
Magdalena Egger,56551,22-01-2001,221793,https://data.fis-ski.com/general/load-competitor-picture/221793.html,,AUT
Corinne Imlig,515496,1979,26765,https://data.fis-ski.com/general/load-competitor-picture/26765.html,Schwyz,SUI
Annick Bonzon,515210,1971,6139,https://data.fis-ski.com/general/load-competitor-picture/6139.html,,SUI
Marie Lamure,198176,14-07-2001,220926,https://data.fis-ski.com/general/load-competitor-picture/220926.html,Cs Courchevel,FRA
Ieva Januskeviciute,785007,22-09-1994,155052,https://data.fis-ski.com/general/load-competitor-picture/155052.html,Sc Kalnu ereliai,LTU
Nina Perner,206099,1986,70598,https://data.fis-ski.com/general/load-competitor-picture/70598.html,Rheinbrueder Karlsruhe,GER
Christelle Felisaz,195334,1972,16747,https://data.fis-ski.com/general/load-competitor-picture/16747.html,,FRA
Lisa Grill,56509,02-09-2000,212690,https://data.fis-ski.com/general/load-competitor-picture/212690.html,,AUT
Lucia Mazzotti,296623,1985,38893,https://data.fis-ski.com/general/load-competitor-picture/38893.html,,ITA
Sabrina Simader,6000000,13-04-1998,195776,https://data.fis-ski.com/general/load-competitor-picture/195776.html,,KEN
Vanessa Kasper,516407,08-12-1996,173470,https://data.fis-ski.com/general/load-competitor-picture/173470.html,Alpina St.Moritz,SUI
Kathrin Fuhrer,515937,1988,94440,https://data.fis-ski.com/general/load-competitor-picture/94440.html,Elm,SUI
Jelena Lolovic,315149,1981,35797,https://data.fis-ski.com/general/load-competitor-picture/35797.html,Cukaricki,SRB
Marine Oberson,516153,1991,125886,https://data.fis-ski.com/general/load-competitor-picture/125886.html,Alpina Bulle,SUI
Hannah Koeck,56206,22-10-1994,158466,https://data.fis-ski.com/general/load-competitor-picture/158466.html,WSV St. Jakob in Haus - Tirol,AUT
Elsa Haakansson Fermbaeck,506867,28-03-1998,194615,https://data.fis-ski.com/general/load-competitor-picture/194615.html,Vemdalens If,SWE
Diana Lemberger,205583,1977,34795,https://data.fis-ski.com/general/load-competitor-picture/34795.html,WSV Reit im Winkl,GER
Patrizia Dorsch,206520,15-02-1994,155688,https://data.fis-ski.com/general/load-competitor-picture/155688.html,SC Schellenberg,GER
Cathrine Meisingset,425579,1985,39505,https://data.fis-ski.com/general/load-competitor-picture/39505.html,Ullensaker Skikl.,NOR
Ilka Stuhec,565360,26-10-1990,117509,https://data.fis-ski.com/general/load-competitor-picture/117509.html,ASK Branik Maribor,SLO
Grete Stroem,425091,1975,59216,https://data.fis-ski.com/general/load-competitor-picture/59216.html,,NOR
Tori Pillinger,535165,1966,47922,https://data.fis-ski.com/general/load-competitor-picture/47922.html,,USA
Floriane Paturel,195840,1980,46445,https://data.fis-ski.com/general/load-competitor-picture/46445.html,Araches/LES Carroz,FRA
Kristina Andersson,505006,1965,1180,https://data.fis-ski.com/general/load-competitor-picture/1180.html,,SWE
Cathy Chedal,195042,1968,9832,https://data.fis-ski.com/general/load-competitor-picture/9832.html,,FRA
Gabriela Zingre-Graf,515235,1970,68326,https://data.fis-ski.com/general/load-competitor-picture/68326.html,,SUI
Kaja Norbye,426303,19-05-1999,205407,https://data.fis-ski.com/general/load-competitor-picture/205407.html,Il Heming,NOR
Florencia Marinovic,115127,1991,126508,https://data.fis-ski.com/general/load-competitor-picture/126508.html,U. Catolica,CHI
Luana Fluetsch,516373,10-01-1995,167060,https://data.fis-ski.com/general/load-competitor-picture/167060.html,St. Antoenien,SUI
Raquel Rienda Contreras,495167,1976,50967,https://data.fis-ski.com/general/load-competitor-picture/50967.html,,ESP
Chantal Knapp,535128,1966,31087,https://data.fis-ski.com/general/load-competitor-picture/31087.html,,USA
Jessica C Kelley,537230,1982,30023,https://data.fis-ski.com/general/load-competitor-picture/30023.html,Park City Ski and Snowboard Club,USA
Traudl Haecher,205049,1962,22664,https://data.fis-ski.com/general/load-competitor-picture/22664.html,,GER
Sovrana Welf,295542,1973,65752,https://data.fis-ski.com/general/load-competitor-picture/65752.html,,ITA
Taina Barioz,196725,02-06-1988,97664,https://data.fis-ski.com/general/load-competitor-picture/97664.html,SC GRAND BORNAND,FRA
Jonna Mendes,536477,1979,39635,https://data.fis-ski.com/general/load-competitor-picture/39635.html,Heavenly Ski & Snowboard Fnd,USA
Doriane Escane,198016,08-01-1999,203182,https://data.fis-ski.com/general/load-competitor-picture/203182.html,C.S courchevel,FRA
Aline Triponez,515183,1970,62347,https://data.fis-ski.com/general/load-competitor-picture/62347.html,,SUI
Pascale Berthod,515841,1987,81959,https://data.fis-ski.com/general/load-competitor-picture/81959.html,Alpina St. Moritz,SUI
Jeromine Geroudet,197009,1990,120127,https://data.fis-ski.com/general/load-competitor-picture/120127.html,C.S. Flaine,FRA
Barbara Kantorova,705394,03-03-1992,138124,https://data.fis-ski.com/general/load-competitor-picture/138124.html,LK Gerlach,SVK
Nina Tipotsch,55922,1988,94832,https://data.fis-ski.com/general/load-competitor-picture/94832.html,WSV Tux,AUT
Nadine Fest,56417,28-06-1998,196723,https://data.fis-ski.com/general/load-competitor-picture/196723.html,SC Gerlitzen - Kaernten,AUT
Mira Golub,485019,1975,20873,https://data.fis-ski.com/general/load-competitor-picture/20873.html,,RUS
Emi Kawabata,305068,1970,29773,https://data.fis-ski.com/general/load-competitor-picture/29773.html,,JPN
Franziska Gritsch,56392,15-03-1997,191309,https://data.fis-ski.com/general/load-competitor-picture/191309.html,,AUT
Merete Fjeldavlie,425022,1968,17391,https://data.fis-ski.com/general/load-competitor-picture/17391.html,,NOR
Camille Rast,516562,09-07-1999,203812,https://data.fis-ski.com/general/load-competitor-picture/203812.html,Vetroz,SUI
Keely Blair Kelleher,537565,1984,29994,https://data.fis-ski.com/general/load-competitor-picture/29994.html,Bridger Ski Foundation,USA
Jana Skvarkova,705378,1991,127130,https://data.fis-ski.com/general/load-competitor-picture/127130.html,LKS Banska Bystrica,SVK
Piera Hudson,415205,07-02-1996,173684,https://data.fis-ski.com/general/load-competitor-picture/173684.html,Wanaka Ski and Snowsports Club,NZL
Selina Heregger,55290,1977,24460,https://data.fis-ski.com/general/load-competitor-picture/24460.html,,AUT
Elisa Platino,6295186,08-01-1999,206216,https://data.fis-ski.com/general/load-competitor-picture/206216.html,C.S. CARABINIERI SEZ. SCI,ITA
Sara Ramentol,25188,1996,172251,https://data.fis-ski.com/general/load-competitor-picture/172251.html,Ecoa,AND
Leona Popovic,385096,13-11-1997,187064,https://data.fis-ski.com/general/load-competitor-picture/187064.html,SK Rijeka,CRO
Petra Vlhova,705423,13-06-1995,168809,https://data.fis-ski.com/general/load-competitor-picture/168809.html,Ski Team Vlha s.r.o.,SVK
Britt Janyk,106022,1980,27686,https://data.fis-ski.com/general/load-competitor-picture/27686.html,Whistler Mountain Ski Club,CAN
Julie Duvillard,195311,1978,14853,https://data.fis-ski.com/general/load-competitor-picture/14853.html,CS Megeve,FRA
Tina Maze,565243,02-05-1983,38837,https://data.fis-ski.com/general/load-competitor-picture/38837.html,SK Crna,SLO
Karen Persyn,65038,1983,47199,https://data.fis-ski.com/general/load-competitor-picture/47199.html,SC de la Vallee,BEL
Katie Hensien,6536171,01-12-1999,202350,https://data.fis-ski.com/general/load-competitor-picture/202350.html,University of Denver Ski Team,USA
Stefanie Schuster,55075,1969,55077,https://data.fis-ski.com/general/load-competitor-picture/55077.html,Sports Association Kleinwalsertal,AUT
Jade Grillet Aubert,197850,22-11-1997,187515,https://data.fis-ski.com/general/load-competitor-picture/187515.html,S.C chatel,FRA
Barbara Brlec,565003,1972,7221,https://data.fis-ski.com/general/load-competitor-picture/7221.html,,SLO
Bogdana Matsotska,695063,1989,104460,https://data.fis-ski.com/general/load-competitor-picture/104460.html,Kosiv Sport School,UKR
Kerstin Riediger,205153,1972,50930,https://data.fis-ski.com/general/load-competitor-picture/50930.html,,GER
Karin Hackl,55952,1989,106280,https://data.fis-ski.com/general/load-competitor-picture/106280.html,ASVOE SK Raiffeisen,AUT
Christelle Guignard,195088,1962,22232,https://data.fis-ski.com/general/load-competitor-picture/22232.html,,FRA
Rosina Schneeberger,56241,16-01-1994,161064,https://data.fis-ski.com/general/load-competitor-picture/161064.html,WSV Hippach - Tirol,AUT
Claudine Emonet,195060,1962,15575,https://data.fis-ski.com/general/load-competitor-picture/15575.html,,FRA
Marie Marchand-Arvier,196460,1985,37546,https://data.fis-ski.com/general/load-competitor-picture/37546.html,VAL D ISERE,FRA
Aita Camastral,515639,1983,8480,https://data.fis-ski.com/general/load-competitor-picture/8480.html,Bernina Pontresina,SUI
Emilie Depommier,195913,1981,13270,https://data.fis-ski.com/general/load-competitor-picture/13270.html,CS Manigod,FRA
Kristen Mielke,537144,1982,40127,https://data.fis-ski.com/general/load-competitor-picture/40127.html,Team Breckenridge Sports Club,USA
Marianne Brechu,195100,1975,7002,https://data.fis-ski.com/general/load-competitor-picture/7002.html,SC Tignes,FRA
Katia Santus,295932,1979,53567,https://data.fis-ski.com/general/load-competitor-picture/53567.html,,ITA
Matilda Sola,385071,1994,156336,https://data.fis-ski.com/general/load-competitor-picture/156336.html,SK Croatica,CRO
Simone Wild,516268,07-12-1993,148146,https://data.fis-ski.com/general/load-competitor-picture/148146.html,Flumserberg,SUI
Paola Mosca Barberis,295790,1977,41687,https://data.fis-ski.com/general/load-competitor-picture/41687.html,,ITA
Natasa Bokal,565004,1967,5899,https://data.fis-ski.com/general/load-competitor-picture/5899.html,,SLO
Spela Bracun,565136,1977,6769,https://data.fis-ski.com/general/load-competitor-picture/6769.html,,SLO
Diann Roffe Steinrotter,535176,1967,51639,https://data.fis-ski.com/general/load-competitor-picture/51639.html,,USA
Katyuscia Demez,295116,1972,13161,https://data.fis-ski.com/general/load-competitor-picture/13161.html,,ITA
Sara Partanen,185275,1989,105292,https://data.fis-ski.com/general/load-competitor-picture/105292.html,Nilsiä Ski,FIN
Kristin Anna Lysdahl,426187,29-06-1996,174485,https://data.fis-ski.com/general/load-competitor-picture/174485.html,Asker Skiklubb,NOR
Monika Hojstricova,705235,1975,25366,https://data.fis-ski.com/general/load-competitor-picture/25366.html,,SVK
Elena Yakovishina,485631,17-09-1992,139431,https://data.fis-ski.com/general/load-competitor-picture/139431.html,Edelweis,RUS
Susanne Beer,205805,1981,3713,https://data.fis-ski.com/general/load-competitor-picture/3713.html,WSV Koenigssee,GER
Michaela Heider,56268,06-08-1995,167177,https://data.fis-ski.com/general/load-competitor-picture/167177.html,,AUT
Nathalie Eklund,506350,08-01-1992,137958,https://data.fis-ski.com/general/load-competitor-picture/137958.html,Leksands Slk,SWE
Fabiana Dorigo,206793,12-05-1998,198815,https://data.fis-ski.com/general/load-competitor-picture/198815.html,TSV 1860 Munechen,GER
Manuela Suitner,55624,1982,59499,https://data.fis-ski.com/general/load-competitor-picture/59499.html,,AUT
Chemmy Alcott,225206,1982,655,https://data.fis-ski.com/general/load-competitor-picture/655.html,,GBR
Audrey Peltier,195931,1981,46822,https://data.fis-ski.com/general/load-competitor-picture/46822.html,Val D'Isere,FRA
Michaela Kofler,55307,1977,31429,https://data.fis-ski.com/general/load-competitor-picture/31429.html,,AUT
Vicky Grau,25019,1975,1802,https://data.fis-ski.com/general/load-competitor-picture/1802.html,,ISL
Anja Blieninger,205806,1981,5532,https://data.fis-ski.com/general/load-competitor-picture/5532.html,TSV Altenau,GER
Annalisa Ceresa,295265,1978,9443,https://data.fis-ski.com/general/load-competitor-picture/9443.html,C.S. Esercito,ITA
Verena Hoellbacher,55863,1987,80104,https://data.fis-ski.com/general/load-competitor-picture/80104.html,Union SV Krispl- Gaissau,AUT
Olesja Alieva,485217,1977,727,https://data.fis-ski.com/general/load-competitor-picture/727.html,Dinamo Moscow,RUS
Karen Stemmle,105126,1964,58643,https://data.fis-ski.com/general/load-competitor-picture/58643.html,,CAN
Aurelie Revillet,196573,1986,68991,https://data.fis-ski.com/general/load-competitor-picture/68991.html,Areches Beaufort,FRA
Helga Lazak,205097,1967,34341,https://data.fis-ski.com/general/load-competitor-picture/34341.html,,GER
Jolanda Kindle,355008,1965,30554,https://data.fis-ski.com/general/load-competitor-picture/30554.html,,LIE
Lisa Bremseth,425380,1979,7051,https://data.fis-ski.com/general/load-competitor-picture/7051.html,Freidig Alpin,NOR
Geertje Derksen,405060,18-07-1985,13287,https://data.fis-ski.com/general/load-competitor-picture/13287.html,Snowsports Academy Racing,NED
Marina Wallner,206536,07-11-1994,155725,https://data.fis-ski.com/general/load-competitor-picture/155725.html,SC Inzell,GER
Jutta Juutinen,185364,1993,148992,https://data.fis-ski.com/general/load-competitor-picture/148992.html,Levi Ski Club,FIN
Marina Huber,205716,1979,26086,https://data.fis-ski.com/general/load-competitor-picture/26086.html,SC Ruhpolding,GER
Resi Stiegler,537772,14-11-1985,58869,https://data.fis-ski.com/general/load-competitor-picture/58869.html,Jackson Hole Ski and Snowboard Club,USA
Katja Jazbec,565323,1988,94056,https://data.fis-ski.com/general/load-competitor-picture/94056.html,KRG - ASK Kranjska Gora,SLO
Noriyo Hiroi,305287,1976,24978,https://data.fis-ski.com/general/load-competitor-picture/24978.html,,JPN
Dagmara Krzyzynska,435130,1981,32671,https://data.fis-ski.com/general/load-competitor-picture/32671.html,AZS Zakopane,POL
Stephanie Clement-Guy,195048,1974,10497,https://data.fis-ski.com/general/load-competitor-picture/10497.html,CS LA Plagne,FRA
Erika Dicht,515534,1981,13523,https://data.fis-ski.com/general/load-competitor-picture/13523.html,Davos,SUI
Sohvi Virkkula,185357,30-09-1993,145675,https://data.fis-ski.com/general/load-competitor-picture/145675.html,Sallan Karhut,FIN
Katarina Lavtar,565331,1988,100671,https://data.fis-ski.com/general/load-competitor-picture/100671.html,SK Radovljica,SLO
Nuria Pau,496055,24-02-1994,155759,https://data.fis-ski.com/general/load-competitor-picture/155759.html,LMCE,ESP
Carmen Casanova,515244,1980,9073,https://data.fis-ski.com/general/load-competitor-picture/9073.html,Vella,SUI
Nathalie Groebli,516429,01-12-1996,174318,https://data.fis-ski.com/general/load-competitor-picture/174318.html,Emmetten,SUI
Andrea Jardi,495763,1990,117291,https://data.fis-ski.com/general/load-competitor-picture/117291.html,RFEDI,ESP
Gabriela Martinovova,155336,1981,38128,https://data.fis-ski.com/general/load-competitor-picture/38128.html,,CZE
Lara Gut Behrami,516138,27-04-1991,125871,https://data.fis-ski.com/general/load-competitor-picture/125871.html,Sporting Gottardo,SUI
Eveline Rohregger,55313,1977,51718,https://data.fis-ski.com/general/load-competitor-picture/51718.html,,AUT
Regina Haeusl,205392,1973,22703,https://data.fis-ski.com/general/load-competitor-picture/22703.html,SK Bad Reichenhall,GER
Julie Bordeau,196621,1987,81464,https://data.fis-ski.com/general/load-competitor-picture/81464.html,S.C. Morzine Avoriaz,FRA
Moe Hanaoka,305962,1984,23115,https://data.fis-ski.com/general/load-competitor-picture/23115.html,Izak Ski Club,JPN
Erin Mielzynski,106961,25-05-1990,117927,https://data.fis-ski.com/general/load-competitor-picture/117927.html,GEORGIAN PEAKS,CAN
Laura Gianera,295640,1976,20164,https://data.fis-ski.com/general/load-competitor-picture/20164.html,,ITA
Jeannette Korten,45054,1976,31959,https://data.fis-ski.com/general/load-competitor-picture/31959.html,,AUS
Magda Mattel,195837,1980,38585,https://data.fis-ski.com/general/load-competitor-picture/38585.html,SC Contamines,FRA
Julia Roth,107312,1993,146236,https://data.fis-ski.com/general/load-competitor-picture/146236.html,Devgl,CAN
Christine von Gruenigen,515130,1964,64621,https://data.fis-ski.com/general/load-competitor-picture/64621.html,,SUI
Giulia Candiago,296689,1986,71223,https://data.fis-ski.com/general/load-competitor-picture/71223.html,C.S. Esercito,ITA
Katrin Neuenschwander,515087,1971,43197,https://data.fis-ski.com/general/load-competitor-picture/43197.html,,SUI
Hiromi Yumoto,305694,1981,67714,https://data.fis-ski.com/general/load-competitor-picture/67714.html,Tenzan Resort Club,JPN
Therese Neergaard,425673,1987,81813,https://data.fis-ski.com/general/load-competitor-picture/81813.html,Freidig Alpin,NOR
Nancy Gee,105043,1968,19749,https://data.fis-ski.com/general/load-competitor-picture/19749.html,,CAN
Anna Prchal,105903,1979,48945,https://data.fis-ski.com/general/load-competitor-picture/48945.html,Sutton,CAN
Lucia Medzihradska,705018,1968,39423,https://data.fis-ski.com/general/load-competitor-picture/39423.html,,SVK
Kajsa Vickhoff Lie,426257,20-06-1998,195696,https://data.fis-ski.com/general/load-competitor-picture/195696.html,Baerums Skiklub,NOR
Rahel Kopp,516344,18-03-1994,156919,https://data.fis-ski.com/general/load-competitor-picture/156919.html,Flumserberg,SUI
Michaela Gerg-Leitner,205044,1965,19966,https://data.fis-ski.com/general/load-competitor-picture/19966.html,,GER
Anna Sorokina,485570,1990,119588,https://data.fis-ski.com/general/load-competitor-picture/119588.html,FSO of Russia,RUS
Yulia Siparenko,695017,1980,56756,https://data.fis-ski.com/general/load-competitor-picture/56756.html,,UKR
Kristine Kristiansen,425076,1975,32495,https://data.fis-ski.com/general/load-competitor-picture/32495.html,,NOR
Sissi Hinterreitner,25196,1997,189362,https://data.fis-ski.com/general/load-competitor-picture/189362.html,Andorra,AND
Tamara Tippler,56088,09-04-1991,126457,https://data.fis-ski.com/general/load-competitor-picture/126457.html,SV Union Mautern - Steiermark,AUT
Birgit Heeb-Batliner,355002,1972,24060,https://data.fis-ski.com/general/load-competitor-picture/24060.html,Unterländer Wintersportverein,LIE
Daniela Zeiser,55675,1983,68108,https://data.fis-ski.com/general/load-competitor-picture/68108.html,Skiklub Lassing,AUT
Hilary Lindh,535137,1969,35405,https://data.fis-ski.com/general/load-competitor-picture/35405.html,,USA
Chisaki Maeda,307813,22-07-1998,195048,https://data.fis-ski.com/general/load-competitor-picture/195048.html,Matsumoto Unv.,JPN
Giovanna Gianera,295095,1968,20163,https://data.fis-ski.com/general/load-competitor-picture/20163.html,,ITA
Rebecca Buehler,355055,1992,136817,https://data.fis-ski.com/general/load-competitor-picture/136817.html,Triesenberg,LIE
Liisa Savijarvi,105120,1963,54010,https://data.fis-ski.com/general/load-competitor-picture/54010.html,,CAN
Michelle Gisin,516284,05-12-1993,149811,https://data.fis-ski.com/general/load-competitor-picture/149811.html,Engelberg,SUI
Monika Springl,206173,1987,79002,https://data.fis-ski.com/general/load-competitor-picture/79002.html,SC Schellenberg,GER
Pascaline Freiher,195070,1966,18236,https://data.fis-ski.com/general/load-competitor-picture/18236.html,,FRA
Rebeka Oblak,565490,01-06-2001,221142,https://data.fis-ski.com/general/load-competitor-picture/221142.html,SK POLJANE,SLO
Mikaela Tommy,107532,10-05-1995,167457,https://data.fis-ski.com/general/load-competitor-picture/167457.html,EDELWEISS,CAN
Eve Routhier,105615,1988,104723,https://data.fis-ski.com/general/load-competitor-picture/104723.html,Orford,CAN
Marta Rossetti,6295165,25-03-1999,205642,https://data.fis-ski.com/general/load-competitor-picture/205642.html,G.S. FIAMME ORO MOENA,ITA
Nadejda Vassileva,95030,1978,63737,https://data.fis-ski.com/general/load-competitor-picture/63737.html,,BUL
Elena Curtoni,297910,03-02-1991,129653,https://data.fis-ski.com/general/load-competitor-picture/129653.html,C.S. ESERCITO,ITA
Hanna Aronsson Elfman,507109,2002,228233,https://data.fis-ski.com/general/load-competitor-picture/228233.html,Kils Slk,SWE
Juliana Suter,516519,23-04-1998,196170,https://data.fis-ski.com/general/load-competitor-picture/196170.html,Stoos,SUI
Astrid Loedemel,425175,1971,35702,https://data.fis-ski.com/general/load-competitor-picture/35702.html,,NOR
Renate Goetschl,55069,1975,20775,https://data.fis-ski.com/general/load-competitor-picture/20775.html,Ski Club Weisskirchen,AUT
Nicole Hosp,55690,1983,25908,https://data.fis-ski.com/general/load-competitor-picture/25908.html,SC Bichlbach - Tirol,AUT
Patrizia Bassis,295463,1973,3248,https://data.fis-ski.com/general/load-competitor-picture/3248.html,,ITA
Eva Twardokens,535214,1965,62815,https://data.fis-ski.com/general/load-competitor-picture/62815.html,,USA
Anja Paerson,505483,1981,45786,https://data.fis-ski.com/general/load-competitor-picture/45786.html,Tärna IK Fjällvinden,SWE
Larisa Yurkiw,106849,1988,95237,https://data.fis-ski.com/general/load-competitor-picture/95237.html,Georgian Peaks Ski Club,CAN
Hilary Longhini,296769,1986,71303,https://data.fis-ski.com/general/load-competitor-picture/71303.html,S.C. Valmalenco,ITA
Desiree Ajlec,565453,01-07-1996,174259,https://data.fis-ski.com/general/load-competitor-picture/174259.html,ASK Branik Maribor,SLO
Dajana Dengscherz,56336,1996,176626,https://data.fis-ski.com/general/load-competitor-picture/176626.html,Kitzbueheler Ski Club - KSC ,AUT
Ilze Abola,555003,1978,159,https://data.fis-ski.com/general/load-competitor-picture/159.html,,LAT
Lucie Hrstkova,155333,1981,26038,https://data.fis-ski.com/general/load-competitor-picture/26038.html,,CZE
Kiley Staples,535585,1989,105803,https://data.fis-ski.com/general/load-competitor-picture/105803.html,Rowmark Ski Academy,USA
