name,id,bd,competitor_id,photo,club,country
Carole Montillet,195374,1973,41225,https://data.fis-ski.com/general/load-competitor-picture/41225.html,Villarddelans,FRA
Fujiko Sekino,195273,1975,55525,https://data.fis-ski.com/general/load-competitor-picture/55525.html,CS Chamonix,FRA
Marcella Biondi,295326,1970,5043,https://data.fis-ski.com/general/load-competitor-picture/5043.html,,ITA
Makiko Arai,307120,12-06-1993,145514,https://data.fis-ski.com/general/load-competitor-picture/145514.html,JAPAN NURSERY SERVICE INC.,JPN
Romina Dei Cas,295182,1975,12921,https://data.fis-ski.com/general/load-competitor-picture/12921.html,,ITA
Monika Kogler,55137,1970,31447,https://data.fis-ski.com/general/load-competitor-picture/31447.html,,AUT
Souazic Le Guillou,196019,1982,34663,https://data.fis-ski.com/general/load-competitor-picture/34663.html,ST Sorlin,FRA
Elisabetta Biavaschi,295559,1973,4849,https://data.fis-ski.com/general/load-competitor-picture/4849.html,,ITA
Storm Klomhaus,6535934,17-10-1998,194525,https://data.fis-ski.com/general/load-competitor-picture/194525.html,University of Denver Ski Team,USA
Elisabeth Reisinger,56311,02-08-1996,174546,https://data.fis-ski.com/general/load-competitor-picture/174546.html,SU Boehmerwald - Oberoesterreich,AUT
Nadja Kamer,515806,23-07-1986,70230,https://data.fis-ski.com/general/load-competitor-picture/70230.html,Schwyz,SUI
Enrica Cipriani,297153,1988,96176,https://data.fis-ski.com/general/load-competitor-picture/96176.html,G.S. FIAMME ORO MOENA,ITA
Christina Geiger Ackermann,206279,06-02-1990,118202,https://data.fis-ski.com/general/load-competitor-picture/118202.html,SC Oberstdorf,GER
Sigrid Wolf,55109,1964,66790,https://data.fis-ski.com/general/load-competitor-picture/66790.html,,AUT
Mialitiana Clerc,945000,16-11-2001,220502,https://data.fis-ski.com/general/load-competitor-picture/220502.html,Inter Club Magland Desert Blanc,MAD
Katarzyna Karasinska,435142,1982,29352,https://data.fis-ski.com/general/load-competitor-picture/29352.html,SN i SKS Aesculap Jelenia Gora,POL
Silvia Berger,55539,1980,4278,https://data.fis-ski.com/general/load-competitor-picture/4278.html,Ski-Club Westendorf,AUT
Karen Putzer,295342,1978,49387,https://data.fis-ski.com/general/load-competitor-picture/49387.html,G.S. Fiamme Oro,ITA
Johanna Schnarf,296427,16-09-1984,54711,https://data.fis-ski.com/general/load-competitor-picture/54711.html,Gruppo Sciatori Fiamme Gialle,ITA
Ana Galindo Santolaria,495107,1973,19078,https://data.fis-ski.com/general/load-competitor-picture/19078.html,,ESP
Krista Schmidinger,535304,1970,54614,https://data.fis-ski.com/general/load-competitor-picture/54614.html,,USA
Stephanie Irwin,106942,1990,117908,https://data.fis-ski.com/general/load-competitor-picture/117908.html,BAR,CAN
Ula Hafner,565398,1993,146686,https://data.fis-ski.com/general/load-competitor-picture/146686.html,APT - SK Alpetour,SLO
Nika Murovec,565496,11-02-2002,230043,https://data.fis-ski.com/general/load-competitor-picture/230043.html,ASK Kranjska Gora,SLO
Karin Buder,55013,1964,7819,https://data.fis-ski.com/general/load-competitor-picture/7819.html,,AUT
Axelle Chevrier,198163,11-06-2001,220897,https://data.fis-ski.com/general/load-competitor-picture/220897.html,Cs La plagne,FRA
Janette Hargin,505260,1977,23380,https://data.fis-ski.com/general/load-competitor-picture/23380.html,Huddinge SK,SWE
Florine De Leymarie,195912,1981,13031,https://data.fis-ski.com/general/load-competitor-picture/13031.html,C.S. Courchevel,FRA
Nastasia Noens,196806,12-09-1988,97745,https://data.fis-ski.com/general/load-competitor-picture/97745.html,Douanes - Interclub Nice,FRA
Mami Sekizuka,306095,1985,55532,https://data.fis-ski.com/general/load-competitor-picture/55532.html,,JPN
Megan Gerety,535505,1971,19957,https://data.fis-ski.com/general/load-competitor-picture/19957.html,Alyeska SKI Club,USA
Jennifer Piot,197295,24-03-1992,136009,https://data.fis-ski.com/general/load-competitor-picture/136009.html,S.C. Alpe d Huez,FRA
Anne-Sophie Koehn,516052,1990,114330,https://data.fis-ski.com/general/load-competitor-picture/114330.html,Blonay,SUI
Nicole Agnelli,298124,1992,137008,https://data.fis-ski.com/general/load-competitor-picture/137008.html,GS FIAMME ORO,ITA
Isabella Wright,6535791,10-02-1997,187638,https://data.fis-ski.com/general/load-competitor-picture/187638.html,,USA
Stefanie Luckmaier,205584,1977,36154,https://data.fis-ski.com/general/load-competitor-picture/36154.html,WSV Koenigssee,GER
Monique Pelletier,535162,1969,46786,https://data.fis-ski.com/general/load-competitor-picture/46786.html,,USA
Madison Irwin,107044,1991,125462,https://data.fis-ski.com/general/load-competitor-picture/125462.html,Craigleith Ski Club,CAN
Line Viken,425458,1981,64233,https://data.fis-ski.com/general/load-competitor-picture/64233.html,Grong IL,NOR
Carolina Waidhofer,55247,1976,64926,https://data.fis-ski.com/general/load-competitor-picture/64926.html,,AUT
Charlotta Saefvenberg,506583,07-10-1994,156607,https://data.fis-ski.com/general/load-competitor-picture/156607.html,Uhsk Umea sk,SWE
Elena Stoffel,516426,27-05-1996,174170,https://data.fis-ski.com/general/load-competitor-picture/174170.html,Ginals-Unterbaech,SUI
Roni Remme,107583,14-02-1996,173647,https://data.fis-ski.com/general/load-competitor-picture/173647.html,ALPINE SKI CLUB,CAN
Gaelle Reiller,197592,1995,163520,https://data.fis-ski.com/general/load-competitor-picture/163520.html,S.C. Grand Bornand,FRA
Maria Kvopkova,705029,1975,33233,https://data.fis-ski.com/general/load-competitor-picture/33233.html,,SVK
Rosa Pohjolainen,185493,2003,238053,https://data.fis-ski.com/general/load-competitor-picture/238053.html,Hyvinkaan Slalomseura Sukkula,FIN
Nina Loeseth,425771,27-02-1989,108166,https://data.fis-ski.com/general/load-competitor-picture/108166.html,Spjelkavik IL,NOR
Tereza Kmochova,155586,26-09-1990,119687,https://data.fis-ski.com/general/load-competitor-picture/119687.html,Ski Klub Harrachov,CZE
Sandra Haelldahl,505283,1977,22675,https://data.fis-ski.com/general/load-competitor-picture/22675.html,,SWE
Elisa Moerzinger,56373,06-05-1997,188816,https://data.fis-ski.com/general/load-competitor-picture/188816.html,,AUT
Carole Merle,195118,1964,39752,https://data.fis-ski.com/general/load-competitor-picture/39752.html,,FRA
Natalia Buga,485039,1971,7872,https://data.fis-ski.com/general/load-competitor-picture/7872.html,,RUS
Elisabeth Brandner,205563,1977,6861,https://data.fis-ski.com/general/load-competitor-picture/6861.html,,GER
Barbara Wirth,205239,1989,104523,https://data.fis-ski.com/general/load-competitor-picture/104523.html,SC Lenggries,GER
Carole Bissig,516437,15-07-1996,174326,https://data.fis-ski.com/general/load-competitor-picture/174326.html,Beckenried-Klewenalp,SUI
Anita Gulli,299983,26-06-1998,197739,https://data.fis-ski.com/general/load-competitor-picture/197739.html,C.S. ESERCITO,ITA
Kirsten L Clark,536138,1977,10409,https://data.fis-ski.com/general/load-competitor-picture/10409.html,Sugarloaf Mountain SKI Club,USA
Kristiina Rove,185292,1990,116132,https://data.fis-ski.com/general/load-competitor-picture/116132.html,Helsinki Ski Club,FIN
Noe Okamoto,306987,22-03-1992,136711,https://data.fis-ski.com/general/load-competitor-picture/136711.html,Tokai University,JPN
Christine Scheyer,56198,18-07-1994,156950,https://data.fis-ski.com/general/load-competitor-picture/156950.html,,AUT
Tiiu Nurmberg,395010,1982,83481,https://data.fis-ski.com/general/load-competitor-picture/83481.html,Cscf,EST
Caroline Lalive,536473,1979,33593,https://data.fis-ski.com/general/load-competitor-picture/33593.html,Steamboat Springs Winter Sprts Club,USA
Anouk Barnier,195234,1971,3035,https://data.fis-ski.com/general/load-competitor-picture/3035.html,,FRA
Birgit Wolfram,55110,1968,66812,https://data.fis-ski.com/general/load-competitor-picture/66812.html,,AUT
Giulia Gianesini,296379,1984,20169,https://data.fis-ski.com/general/load-competitor-picture/20169.html,G.S. Fiamme Oro,ITA
Alice Mckennis,538685,18-08-1989,104177,https://data.fis-ski.com/general/load-competitor-picture/104177.html,Sunlight Winter Sports Club,USA
Charlotte Techen Lemgart,175041,1993,144952,https://data.fis-ski.com/general/load-competitor-picture/144952.html,Carc,DEN
Catherine Borghi,515348,1976,6230,https://data.fis-ski.com/general/load-competitor-picture/6230.html,LES Diablerets,SUI
Estelle Alphand,197616,23-04-1995,163567,https://data.fis-ski.com/general/load-competitor-picture/163567.html,Aare SLK,SWE
Aude Aguilaniu,65106,1988,184427,https://data.fis-ski.com/general/load-competitor-picture/184427.html,Be Ski Team,BEL
Lene Loeseth,425629,1986,69936,https://data.fis-ski.com/general/load-competitor-picture/69936.html,Spjelkavik IL,NOR
Ricarda Haaser,56174,10-09-1993,149506,https://data.fis-ski.com/general/load-competitor-picture/149506.html,SV Achensee - Tirol,AUT
Heidi Voelker,535221,1969,64483,https://data.fis-ski.com/general/load-competitor-picture/64483.html,,USA
Renate Oberhofer,295297,1970,44366,https://data.fis-ski.com/general/load-competitor-picture/44366.html,,ITA
Meike Pfister,206652,06-02-1996,173041,https://data.fis-ski.com/general/load-competitor-picture/173041.html,SC Krumbach,GER
Georgia Simmerling,105920,1989,104729,https://data.fis-ski.com/general/load-competitor-picture/104729.html,Grouse Tyee,CAN
Alexandra Daum,55807,1986,68625,https://data.fis-ski.com/general/load-competitor-picture/68625.html,SV Aschau im Zillertal - Tirol,AUT
Petra Bartlova,155008,1974,3182,https://data.fis-ski.com/general/load-competitor-picture/3182.html,,CZE
Veronika Sarec,565035,1968,53613,https://data.fis-ski.com/general/load-competitor-picture/53613.html,,SLO
Kerstin Nicolussi,56200,1994,156952,https://data.fis-ski.com/general/load-competitor-picture/156952.html,WSV Nenzing - Vorarlberg,AUT
Celina Hangl,516005,1989,104925,https://data.fis-ski.com/general/load-competitor-picture/104925.html,Samnaun,SUI
Jenny Owens,45071,1978,45679,https://data.fis-ski.com/general/load-competitor-picture/45679.html,,AUS
Nevena Ignjatovic,315187,28-12-1990,114587,https://data.fis-ski.com/general/load-competitor-picture/114587.html,Radnicki Elite,SRB
Amelia Smart,107747,01-08-1998,195381,https://data.fis-ski.com/general/load-competitor-picture/195381.html,WINDERMERE,CAN
Marta Berezik,435117,1980,4196,https://data.fis-ski.com/general/load-competitor-picture/4196.html,AZS Zakopane,POL
Julie M. J. Parisien,535468,1971,46184,https://data.fis-ski.com/general/load-competitor-picture/46184.html,Lost Valley Race Club,USA
Veronica Smed,505908,1988,96905,https://data.fis-ski.com/general/load-competitor-picture/96905.html,Sundsvalls SLK,SWE
Asuka Kawaura,307126,24-11-1993,145976,https://data.fis-ski.com/general/load-competitor-picture/145976.html,Nagano City Ski Club,JPN
Irene Curtoni,296509,11-08-1985,11929,https://data.fis-ski.com/general/load-competitor-picture/11929.html,C.S. ESERCITO,ITA
Anna Boden,505010,1968,5705,https://data.fis-ski.com/general/load-competitor-picture/5705.html,,SWE
Romane Miradoli,197497,10-03-1994,154598,https://data.fis-ski.com/general/load-competitor-picture/154598.html,Inter Club magland Desert Blanc,FRA
Andrea Felber,55572,1981,16730,https://data.fis-ski.com/general/load-competitor-picture/16730.html,,AUT
Annemarie Gerg,205115,1975,19958,https://data.fis-ski.com/general/load-competitor-picture/19958.html,SC Lenggries,GER
Carina Stuffer,206803,05-05-1999,203283,https://data.fis-ski.com/general/load-competitor-picture/203283.html,WSV Samerberg,GER
Lindsey Vonn,537544,18-10-1984,30368,https://data.fis-ski.com/general/load-competitor-picture/30368.html,Ski and Snowboard Club Vail,USA
Shona Rubens,106666,1986,71002,https://data.fis-ski.com/general/load-competitor-picture/71002.html,Lake Louise Ski Club,CAN
Urska Hrovat,565010,1974,26036,https://data.fis-ski.com/general/load-competitor-picture/26036.html,,SLO
Lisa Hoernblad,506701,06-03-1996,172319,https://data.fis-ski.com/general/load-competitor-picture/172319.html,Hoega Kusten Alpin,SWE
Christine Sponring,55691,1983,58069,https://data.fis-ski.com/general/load-competitor-picture/58069.html,WSV Weerberg,AUT
Laurenne Ross,538573,17-08-1988,97130,https://data.fis-ski.com/general/load-competitor-picture/97130.html,Mount Bachelor Sports Ed Fnd,USA
Sara Globocnik,565354,1990,117503,https://data.fis-ski.com/general/load-competitor-picture/117503.html,OLI - SK Olimpija,SLO
Kajsa Kling,505886,25-12-1988,96883,https://data.fis-ski.com/general/load-competitor-picture/96883.html,Aare SLK,SWE
Gabriela Capova,155727,08-10-1993,145255,https://data.fis-ski.com/general/load-competitor-picture/145255.html,SKI Team Ostrava,CZE
Pia Borgen,425481,1981,6225,https://data.fis-ski.com/general/load-competitor-picture/6225.html,Njård,NOR
Margot Bailet,196968,25-07-1990,120086,https://data.fis-ski.com/general/load-competitor-picture/120086.html,CS VAL D ISERE,FRA
Lindy Etzensperger,516529,09-11-1998,196333,https://data.fis-ski.com/general/load-competitor-picture/196333.html,Brigerberg,SUI
Cornelia Huetter,56128,29-10-1992,146980,https://data.fis-ski.com/general/load-competitor-picture/146980.html,GOR - Sk Gorica,SLO
Jenny Vuori,185477,19-08-2001,222705,https://data.fis-ski.com/general/load-competitor-picture/222705.html,Turun Slalomseura,FIN
Monja Urbic,565344,1989,106230,https://data.fis-ski.com/general/load-competitor-picture/106230.html,,SLO
Anouk Bessy,197615,1995,163565,https://data.fis-ski.com/general/load-competitor-picture/163565.html,S.C. Puy St Vincent,FRA
Salome Bancora,35156,1993,146363,https://data.fis-ski.com/general/load-competitor-picture/146363.html,Club Andino Bariloche,ARG
Alix Wilkinson,6536396,02-08-2000,210960,https://data.fis-ski.com/general/load-competitor-picture/210960.html,Squaw Valley Ski Team,USA
Anja Lampert,355029,1979,33678,https://data.fis-ski.com/general/load-competitor-picture/33678.html,,LIE
Janina Makinen,185403,1996,173530,https://data.fis-ski.com/general/load-competitor-picture/173530.html,Porin Slalomseura,FIN
Lena Duerr,206355,04-08-1991,126526,https://data.fis-ski.com/general/load-competitor-picture/126526.html,SV Germering,GER
Alessandra Merlin,295208,1975,39761,https://data.fis-ski.com/general/load-competitor-picture/39761.html,,ITA
Anna Goodman,106633,1986,70969,https://data.fis-ski.com/general/load-competitor-picture/70969.html,Mont -Tremblant,CAN
Diana Fehr,355001,1974,16700,https://data.fis-ski.com/general/load-competitor-picture/16700.html,,LIE
Iulija Pleshkova,485941,17-05-1997,190185,https://data.fis-ski.com/general/load-competitor-picture/190185.html,,RUS
Heidi Dahlgren,535055,1968,12145,https://data.fis-ski.com/general/load-competitor-picture/12145.html,,USA
Andrine Flemmen,425001,1974,17492,https://data.fis-ski.com/general/load-competitor-picture/17492.html,Rival Molde Ski Club,NOR
Wendy Holdener,516280,12-05-1993,148331,https://data.fis-ski.com/general/load-competitor-picture/148331.html,Drusberg,SUI
Sarah Jarvis,415128,1986,27739,https://data.fis-ski.com/general/load-competitor-picture/27739.html,,NZL
Bernadette Lorenz,56427,04-01-1998,197461,https://data.fis-ski.com/general/load-competitor-picture/197461.html,,AUT
Leonie Floetgen,206837,16-01-2000,211372,https://data.fis-ski.com/general/load-competitor-picture/211372.html,SC Starnberg,GER
Mojca Dezman,315007,1967,13444,https://data.fis-ski.com/general/load-competitor-picture/13444.html,,SLO
Sarah Freeman,107192,1992,136453,https://data.fis-ski.com/general/load-competitor-picture/136453.html,FERNIE ALPINE SKI TEAM,CAN
Raphaelle Strub,195944,1981,59272,https://data.fis-ski.com/general/load-competitor-picture/59272.html,SC Meribel,FRA
Daniela Merighetti,296008,1981,39732,https://data.fis-ski.com/general/load-competitor-picture/39732.html,SKI TEAM VALPALOT,ITA
Barbara Raggl,55087,1975,49641,https://data.fis-ski.com/general/load-competitor-picture/49641.html,,AUT
Aurelie Marchand,197329,1992,136074,https://data.fis-ski.com/general/load-competitor-picture/136074.html,C.S. Megeve,FRA
Christina Riegel,55173,1971,50939,https://data.fis-ski.com/general/load-competitor-picture/50939.html,,AUT
Sterling Grant,538256,1987,82277,https://data.fis-ski.com/general/load-competitor-picture/82277.html,University of Denver Ski Team,USA
Veronika Kappaurer,55163,1971,29303,https://data.fis-ski.com/general/load-competitor-picture/29303.html,,AUT
Ania Monica Cail,465098,24-10-1995,181660,https://data.fis-ski.com/general/load-competitor-picture/181660.html,Asociatia Sport Club Corona 2010,ROU
Corina Gruenenfelder,515092,1975,21965,https://data.fis-ski.com/general/load-competitor-picture/21965.html,ELM GL,SUI
Libby Ludlow,536884,1981,36163,https://data.fis-ski.com/general/load-competitor-picture/36163.html,Crystal Mountain Alpine Club,USA
Lucia Recchia,295533,1980,50144,https://data.fis-ski.com/general/load-competitor-picture/50144.html,G.S. Fiamme Gialle,ITA
Elise Pellegrin,959300,07-05-1991,184428,https://data.fis-ski.com/general/load-competitor-picture/184428.html,,MLT
Barbara Kleon,295449,1980,30969,https://data.fis-ski.com/general/load-competitor-picture/30969.html,,ITA
Hailey Duke,537792,1985,14601,https://data.fis-ski.com/general/load-competitor-picture/14601.html,Sun Valley Ski Education Fnd,USA
Katharina Gallhuber,56367,16-06-1997,188144,https://data.fis-ski.com/general/load-competitor-picture/188144.html,Sc Goestling-Hochkar,AUT
Emma Carrick Anderson,225018,1975,8974,https://data.fis-ski.com/general/load-competitor-picture/8974.html,,GBR
Karina Birkelund,425443,1980,5076,https://data.fis-ski.com/general/load-competitor-picture/5076.html,Fana IL,NOR
Katrin Stotz,205183,1966,59070,https://data.fis-ski.com/general/load-competitor-picture/59070.html,,GER
Ulla Carlsson,505011,1965,8869,https://data.fis-ski.com/general/load-competitor-picture/8869.html,,SWE
Alice Robinson,415232,01-12-2001,221779,https://data.fis-ski.com/general/load-competitor-picture/221779.html,Queenstown Alpine Ski Team,NZL
Daniela Mueller,55730,1984,41941,https://data.fis-ski.com/general/load-competitor-picture/41941.html,,AUT
Nea Luukko,185411,19-05-1996,176456,https://data.fis-ski.com/general/load-competitor-picture/176456.html,Grifk Alpine,FIN
Hedda Berntsen,425359,24-04-1976,4523,https://data.fis-ski.com/general/load-competitor-picture/4523.html,Hemsedal IL,NOR
Laurie Graham,105048,1960,21298,https://data.fis-ski.com/general/load-competitor-picture/21298.html,,CAN
Anja Haas,55159,1971,22573,https://data.fis-ski.com/general/load-competitor-picture/22573.html,,AUT
Veronika Staber,206174,1987,79003,https://data.fis-ski.com/general/load-competitor-picture/79003.html,WSV Samerberg,GER
Victoria Stevens,106988,1990,117954,https://data.fis-ski.com/general/load-competitor-picture/117954.html,Mont - Tremblant,CAN
Daniela Ceccarelli,295136,1975,9357,https://data.fis-ski.com/general/load-competitor-picture/9357.html,,ITA
Anita Wachter,55097,1967,64816,https://data.fis-ski.com/general/load-competitor-picture/64816.html,,AUT
Vanja Brodnik,565333,1989,106219,https://data.fis-ski.com/general/load-competitor-picture/106219.html,SK Olimpija,SLO
Isabelle Stiepel,206323,1990,118246,https://data.fis-ski.com/general/load-competitor-picture/118246.html,SC Mittenwald,GER
Mireia Clemente,495605,1987,78881,https://data.fis-ski.com/general/load-competitor-picture/78881.html,GNA,ESP
Lara Della Mea,6295075,10-01-1999,203427,https://data.fis-ski.com/general/load-competitor-picture/203427.html,C.S. ESERCITO,ITA
Vreni Schneider,515106,1964,54768,https://data.fis-ski.com/general/load-competitor-picture/54768.html,,SUI
Martina Ostler,206761,20-10-1998,195119,https://data.fis-ski.com/general/load-competitor-picture/195119.html,SC Garmisch,GER
Jasmin Rothmund,516156,1991,125889,https://data.fis-ski.com/general/load-competitor-picture/125889.html,Walenstadt,LIE
Gro Kvinlog,425278,1976,33230,https://data.fis-ski.com/general/load-competitor-picture/33230.html,Hemsedal IL,NOR
Aleksandra Klus,435189,1986,70808,https://data.fis-ski.com/general/load-competitor-picture/70808.html,LKS Poroniec Poronin,POL
Laurie Mougel,196803,1988,97742,https://data.fis-ski.com/general/load-competitor-picture/97742.html,Armees-Emhm - C.S Serre Chevalier,FRA
Ylva Nowen,505084,1970,44099,https://data.fis-ski.com/general/load-competitor-picture/44099.html,Östersund Frösö SLK,SWE
Morane Sandraz,197177,1991,126904,https://data.fis-ski.com/general/load-competitor-picture/126904.html,C.S. Courchevel,FRA
Corinne Rey Bellet,515098, ,50649,https://data.fis-ski.com/general/load-competitor-picture/50649.html,VAL-D'Illiez,SUI
Linda Ydeskog,505155,1973,67426,https://data.fis-ski.com/general/load-competitor-picture/67426.html,,SWE
Tamara Wolf,515774,1985,66794,https://data.fis-ski.com/general/load-competitor-picture/66794.html,SAS Zuerich,SUI
Sonja Nef,515268,1972,43009,https://data.fis-ski.com/general/load-competitor-picture/43009.html,Grub-Eggersriet,SUI
Marte Monsen,426324,27-01-2000,213819,https://data.fis-ski.com/general/load-competitor-picture/213819.html,Aron Skiklub,NOR
Martina Schild,515560,1981,54422,https://data.fis-ski.com/general/load-competitor-picture/54422.html,Grindelwald,SUI
Lila Lapanja,539927,03-12-1994,155901,https://data.fis-ski.com/general/load-competitor-picture/155901.html,Team CLIF Bar Ski Racing,USA
Kerstin Reisenhofer,55397,1979,50416,https://data.fis-ski.com/general/load-competitor-picture/50416.html,,AUT
Miriam Vogt,205193,1967,64530,https://data.fis-ski.com/general/load-competitor-picture/64530.html,,GER
Julie Langevin,106029,1980,33814,https://data.fis-ski.com/general/load-competitor-picture/33814.html,Tremblant,CAN
Beatrice Filliol,195067,1969,17155,https://data.fis-ski.com/general/load-competitor-picture/17155.html,,FRA
Miriam Gmuer,515797,1986,70221,https://data.fis-ski.com/general/load-competitor-picture/70221.html,Amden,SUI
Clara Direz,197651,05-04-1995,163688,https://data.fis-ski.com/general/load-competitor-picture/163688.html,C.S. Les Saisies,FRA
Katharina Gutensohn,205445,1966,22448,https://data.fis-ski.com/general/load-competitor-picture/22448.html,Ski Club Partenkirchen,GER
Sara Rask,507018,16-03-2000,211106,https://data.fis-ski.com/general/load-competitor-picture/211106.html,Sollentuna Slk,SWE
Helene Barbier,195009,1966,2915,https://data.fis-ski.com/general/load-competitor-picture/2915.html,,FRA
Nino Tsiklauri,685018,01-07-1993,148203,https://data.fis-ski.com/general/load-competitor-picture/148203.html,Gudauri,GEO
Laurel Carter,537987,1986,71993,https://data.fis-ski.com/general/load-competitor-picture/71993.html,Williams College Outing Club,USA
Tamara Vidoni,196595,1986,69013,https://data.fis-ski.com/general/load-competitor-picture/69013.html,C.S. Courchevel,FRA
Regina Mader Sterz,55766,1985,36748,https://data.fis-ski.com/general/load-competitor-picture/36748.html,SV Erpfendorf Wald - Tirol,AUT
Chelsea Marshall,538038,1986,72044,https://data.fis-ski.com/general/load-competitor-picture/72044.html,Green Mountain Valley School,USA
Marine Gauthier,197006,1990,120124,https://data.fis-ski.com/general/load-competitor-picture/120124.html,C.S. Tignes,FRA
Jasmina Suter,516394,16-04-1995,168039,https://data.fis-ski.com/general/load-competitor-picture/168039.html,Stoos,SUI
Sherry Lawrence,106465,1984,34309,https://data.fis-ski.com/general/load-competitor-picture/34309.html,Natc Kananaskis Ski Club,CAN
Kate Rattray,415010,1962,49948,https://data.fis-ski.com/general/load-competitor-picture/49948.html,,NZL
Nicola Schmid,206318,1990,118241,https://data.fis-ski.com/general/load-competitor-picture/118241.html,SC Oberstdorf,GER
Eleonora Teglia,297070,1987,80887,https://data.fis-ski.com/general/load-competitor-picture/80887.html,S.C. Sestriere,ITA
Karin Lambrigger,515078,1972,33651,https://data.fis-ski.com/general/load-competitor-picture/33651.html,,SUI
Katja Jossi,515164,1978,28579,https://data.fis-ski.com/general/load-competitor-picture/28579.html,SSV,SUI
Tatiana Lebedeva,485068,1973,34421,https://data.fis-ski.com/general/load-competitor-picture/34421.html,,RUS
Simone Streng,55885,1987,80126,https://data.fis-ski.com/general/load-competitor-picture/80126.html,SV Piller,AUT
Ida Dannewitz,506933,27-03-1999,202615,https://data.fis-ski.com/general/load-competitor-picture/202615.html,Uppsala Slk,SWE
Sabina Majerczyk,435313,04-04-1993,147273,https://data.fis-ski.com/general/load-competitor-picture/147273.html,WKN Warszawa,POL
Kristina Riis-Johannessen,425879,05-03-1991,127673,https://data.fis-ski.com/general/load-competitor-picture/127673.html,Ready,NOR
Chantal Bournissen,515021,1967,6573,https://data.fis-ski.com/general/load-competitor-picture/6573.html,,SUI
Roberta Pergher,295393,1971,46984,https://data.fis-ski.com/general/load-competitor-picture/46984.html,,ITA
Patricia Chauvet,195041,1967,9814,https://data.fis-ski.com/general/load-competitor-picture/9814.html,Douanes Alpes Provence,FRA
Corinne Schmidhauser,515105,1964,54608,https://data.fis-ski.com/general/load-competitor-picture/54608.html,,SUI
Federica Sosio,298767,04-07-1994,157445,https://data.fis-ski.com/general/load-competitor-picture/157445.html,C.S. Esercito,ITA
Svetlana Gladishiva,485064,1971,20580,https://data.fis-ski.com/general/load-competitor-picture/20580.html,Sukolovo Moscou Isezirk,RUS
Madeleine Chirat,197924,31-10-1998,195166,https://data.fis-ski.com/general/load-competitor-picture/195166.html,S.C grand bornand,FRA
Michela Figini,515045,1966,17087,https://data.fis-ski.com/general/load-competitor-picture/17087.html,,SUI
Nina Penzesova,705365,1990,119485,https://data.fis-ski.com/general/load-competitor-picture/119485.html,Ski Jasna Nizke Tatry,SVK
Johanna Boeuf,197808,1997,187112,https://data.fis-ski.com/general/load-competitor-picture/187112.html,C.S Valmorel,FRA
Misato Kaneko,306493,1988,95566,https://data.fis-ski.com/general/load-competitor-picture/95566.html,Akita Isuzu Motors Ski Team,JPN
Carmen Geyr,298270,1992,140514,https://data.fis-ski.com/general/load-competitor-picture/140514.html,G.S. FIAMME ORO MOENA,ITA
Lara Gut,516138,27-04-1991,125871,https://data.fis-ski.com/general/load-competitor-picture/125871.html,Sporting Gottardo,SUI
Julia Scheib,56416,12-05-1998,196713,https://data.fis-ski.com/general/load-competitor-picture/196713.html,,AUT
Bibiana Perez,295303,1970,46963,https://data.fis-ski.com/general/load-competitor-picture/46963.html,,ITA
Kristi Terzian,535206,1967,61078,https://data.fis-ski.com/general/load-competitor-picture/61078.html,,USA
Elisabeth Goergl,55576,1981,20763,https://data.fis-ski.com/general/load-competitor-picture/20763.html,KSV Kapfenberg - Steiermark,AUT
Elisabeth Kirchler,55039,1963,30637,https://data.fis-ski.com/general/load-competitor-picture/30637.html,,AUT
Raluca Georgiana Ciocanel,465092,21-04-1996,172208,https://data.fis-ski.com/general/load-competitor-picture/172208.html,CSS Campeni,ROU
Jessica Fjaellryd,505330,1979,17388,https://data.fis-ski.com/general/load-competitor-picture/17388.html,Tärna IK Fjällvinden,SWE
Edith Thys,535209,1966,61501,https://data.fis-ski.com/general/load-competitor-picture/61501.html,,USA
Martina Dubovska,155728,27-02-1992,145630,https://data.fis-ski.com/general/load-competitor-picture/145630.html,Ski Klub Spindl,CZE
Kathrin Zettel,55838,1986,68656,https://data.fis-ski.com/general/load-competitor-picture/68656.html,SC Goestling-Hochkar - Niederoester,AUT
Merle Soppela,185317,1991,126337,https://data.fis-ski.com/general/load-competitor-picture/126337.html, Alppi Santa Claus Ski Team,FIN
Urska Rabic,565278,1985,49525,https://data.fis-ski.com/general/load-competitor-picture/49525.html,,SLO
Irina Lapteva,485270,1979,33955,https://data.fis-ski.com/general/load-competitor-picture/33955.html,Dinamo,RUS
Adele Allender,535004,1965,798,https://data.fis-ski.com/general/load-competitor-picture/798.html,,USA
Karoline Pichler,298694,30-10-1994,155113,https://data.fis-ski.com/general/load-competitor-picture/155113.html,G.S. FIAMME ORO MOENA,ITA
Zoe Haas,515058,1962,22592,https://data.fis-ski.com/general/load-competitor-picture/22592.html,,SUI
Nicol Gastaldi,35131,16-02-1990,114243,https://data.fis-ski.com/general/load-competitor-picture/114243.html,SCB,ARG
Elena Bresciani,295641,1976,7081,https://data.fis-ski.com/general/load-competitor-picture/7081.html,,ITA
Julia Ford,538855,1990,115499,https://data.fis-ski.com/general/load-competitor-picture/115499.html,Cardigan Mountain School,USA
Tonje Norheim,425329,1977,43955,https://data.fis-ski.com/general/load-competitor-picture/43955.html,,NOR
