name,id,bd,competitor_id,photo,club,country
Fabian Fanger,510389,1981,16422,https://data.fis-ski.com/general/load-competitor-picture/16422.html,Schwendi-Langis,SUI
Drago Grubelnik,560230, ,21922,https://data.fis-ski.com/general/load-competitor-picture/21922.html,,SLO
Jonas Fabre,194686,1993,144827,https://data.fis-ski.com/general/load-competitor-picture/144827.html,S.C. Alpe d Huez,FRA
Angelo Weiss,290578,1969,65685,https://data.fis-ski.com/general/load-competitor-picture/65685.html,,ITA
Albert Popov,92720,08-08-1997,190120,https://data.fis-ski.com/general/load-competitor-picture/190120.html,Moten,BUL
Jouni Kaitala,180442,1983,28945,https://data.fis-ski.com/general/load-competitor-picture/28945.html,Levi Ski Club,FIN
Marcin Szafranski,430049,1971,60021,https://data.fis-ski.com/general/load-competitor-picture/60021.html,,POL
Max-gordon Sundquist,501994,05-01-1994,156166,https://data.fis-ski.com/general/load-competitor-picture/156166.html,Ostersund Froso slk,SWE
Erik Read,103729,31-05-1991,125587,https://data.fis-ski.com/general/load-competitor-picture/125587.html,BAR,CAN
Misel Zerak,561254,1992,137322,https://data.fis-ski.com/general/load-competitor-picture/137322.html,BRM - SK Branik Maribor,SLO
Luigi Colturi,290132,1967,10879,https://data.fis-ski.com/general/load-competitor-picture/10879.html,,ITA
Svetoslav Georgiev,92570,1991,126726,https://data.fis-ski.com/general/load-competitor-picture/126726.html,Boyana,BUL
Dietmar Thoeni,50217,1968,173136,https://data.fis-ski.com/general/load-competitor-picture/173136.html,Bollnaes Ak,SWE
Manuel Schmid,202525,09-02-1993,146352,https://data.fis-ski.com/general/load-competitor-picture/146352.html,SC Fischen,GER
Jan Wojtiuk,430307,1983,66742,https://data.fis-ski.com/general/load-competitor-picture/66742.html,WTS Deski Warszawa,POL
Alberto Senigagliesi,290756,1970,55641,https://data.fis-ski.com/general/load-competitor-picture/55641.html,,ITA
Alberto Schieppati,292250,1981,54389,https://data.fis-ski.com/general/load-competitor-picture/54389.html,S.C. COURMAYEUR MONTE BIANCO A.S.D.,ITA
Christian Castellano,291287,1974,9187,https://data.fis-ski.com/general/load-competitor-picture/9187.html,,ITA
Joe Levins,530437,1968,35086,https://data.fis-ski.com/general/load-competitor-picture/35086.html,,USA
Louis Muhlen,40621,12-03-1998,194889,https://data.fis-ski.com/general/load-competitor-picture/194889.html,,AUS
Yannick Favieres,190773,1978,16618,https://data.fis-ski.com/general/load-competitor-picture/16618.html,SC Carroz,FRA
Ludwig Sprenger,291281,1971,58095,https://data.fis-ski.com/general/load-competitor-picture/58095.html,,ITA
Mathias Woelfl,201725,1984,66703,https://data.fis-ski.com/general/load-competitor-picture/66703.html,SC Schoeneck,GER
Mirko Deflorian,910004,1980,169152,https://data.fis-ski.com/general/load-competitor-picture/169152.html,,MDA
Amaury Genoud,511988,1993,148279,https://data.fis-ski.com/general/load-competitor-picture/148279.html,Zinal,SUI
Tommi Viirret,180317,1978,64209,https://data.fis-ski.com/general/load-competitor-picture/64209.html,,FIN
Andrej Jerman,560332,1978,27963,https://data.fis-ski.com/general/load-competitor-picture/27963.html,KUT - Klub Uciteljev in Trenerjev,SLO
Ryan Semple,102403,1982,55626,https://data.fis-ski.com/general/load-competitor-picture/55626.html,Mont - Tremblant,CAN
Scott Barrett,102635,1983,3093,https://data.fis-ski.com/general/load-competitor-picture/3093.html,Osler Bluff Ski Club,CAN
Johan Clarey,191740,08-01-1981,10394,https://data.fis-ski.com/general/load-competitor-picture/10394.html,Douanes - C.S.Tignes,FRA
Hagen Patscheider,294911,1988,96586,https://data.fis-ski.com/general/load-competitor-picture/96586.html,CS Carabinieri SEZ. SCI,ITA
Roger Zweifel,510194,1978,68575,https://data.fis-ski.com/general/load-competitor-picture/68575.html,ELM,SUI
Igor Vakhnenko,690036,1981,63329,https://data.fis-ski.com/general/load-competitor-picture/63329.html,Sport School Butovskogo,UKR
Bernhard Knauss,560395,1965,31099,https://data.fis-ski.com/general/load-competitor-picture/31099.html,,SLO
Thomas Biesemeyer,531452,30-01-1989,105849,https://data.fis-ski.com/general/load-competitor-picture/105849.html,New York Ski Ed Foundation,USA
Rok Petrovic,310064,1966,47411,https://data.fis-ski.com/general/load-competitor-picture/47411.html,,SLO
Berni Huber,200141,1967,26068,https://data.fis-ski.com/general/load-competitor-picture/26068.html,,GER
Benjamin Thomsen,103271,25-08-1987,79303,https://data.fis-ski.com/general/load-competitor-picture/79303.html,WINDERMERE,CAN
Tanguy Nef,512203,19-11-1996,175449,https://data.fis-ski.com/general/load-competitor-picture/175449.html,SAS Geneve,SUI
Lucas Braathen,422729,19-04-2000,213820,https://data.fis-ski.com/general/load-competitor-picture/213820.html,Baerums Skiklub,NOR
Teddy Takki,180780,24-02-1996,172961,https://data.fis-ski.com/general/load-competitor-picture/172961.html,Grifk Alpine,FIN
Dominic Demschar,40523,1993,147652,https://data.fis-ski.com/general/load-competitor-picture/147652.html,,AUS
Alessandro Roberto,291768,1977,51304,https://data.fis-ski.com/general/load-competitor-picture/51304.html,,ITA
Bengt Fjaellberg,500031,1961,17385,https://data.fis-ski.com/general/load-competitor-picture/17385.html,,SWE
Peter Eigler,200070,1966,15307,https://data.fis-ski.com/general/load-competitor-picture/15307.html,,GER
Alexander Ploner,290693,1978,48286,https://data.fis-ski.com/general/load-competitor-picture/48286.html,SC PORDENONE,ITA
Jesper Brugge,500423,1975,7481,https://data.fis-ski.com/general/load-competitor-picture/7481.html,,SWE
Gilles Roulin,512039,14-05-1994,156300,https://data.fis-ski.com/general/load-competitor-picture/156300.html,Lenzerheide-Valbella,SUI
Jeff Olson,530284,1966,45051,https://data.fis-ski.com/general/load-competitor-picture/45051.html,,USA
Grega Benedik,310003,1962,4022,https://data.fis-ski.com/general/load-competitor-picture/4022.html,,SLO
Rolf von Weissenfluh,510756,1977,64652,https://data.fis-ski.com/general/load-competitor-picture/64652.html,Innertkirchen,SUI
Martin Kraus,201310,1980,32340,https://data.fis-ski.com/general/load-competitor-picture/32340.html,SG Hausham,GER
Matteo Belfrond,290042,1967,3828,https://data.fis-ski.com/general/load-competitor-picture/3828.html,,ITA
Gaetan Llorach,190278,1974,35624,https://data.fis-ski.com/general/load-competitor-picture/35624.html,93 RAM/SC Alpe d'Huez,FRA
Romed Baumann,51215,14-01-1986,68659,https://data.fis-ski.com/general/load-competitor-picture/68659.html,WSV Kiefersfelden,GER
Rasmus Laine,180446,1983,33548,https://data.fis-ski.com/general/load-competitor-picture/33548.html,Espoo Slalom,FIN
Roland Assinger,50288,1973,2011,https://data.fis-ski.com/general/load-competitor-picture/2011.html,SC Hermagor/Kärnten,AUT
Marc Gehrig,511527,03-12-1988,,,,
Bill Hudson,530171,1966,26149,https://data.fis-ski.com/general/load-competitor-picture/26149.html,,USA
Patrick Staub,510231,1967,58378,https://data.fis-ski.com/general/load-competitor-picture/58378.html,,SUI
Jeffrey Frisch,103512,1984,103753,https://data.fis-ski.com/general/load-competitor-picture/103753.html,Mont-Tremblant,CAN
Petr Zahrobsky,150421,30-11-1980,67826,https://data.fis-ski.com/general/load-competitor-picture/67826.html,Krkonos,CZE
Marcus Sandell,180534,23-09-1987,79391,https://data.fis-ski.com/general/load-competitor-picture/79391.html,Grifk Alpine,FIN
Guglielmo Bosca,6290845,05-06-1993,150675,https://data.fis-ski.com/general/load-competitor-picture/150675.html,C.S. ESERCITO,ITA
Klemen Bergant,560004,1966,4237,https://data.fis-ski.com/general/load-competitor-picture/4237.html,,SLO
Valentin Giraud Moine,194542,23-01-1992,136055,https://data.fis-ski.com/general/load-competitor-picture/136055.html,Douanes - E.C. Champsaur,FRA
Mats Ericson,500027,1964,15827,https://data.fis-ski.com/general/load-competitor-picture/15827.html,,SWE
Stephan Goergl,50600,1978,113565,https://data.fis-ski.com/general/load-competitor-picture/113565.html,Vetlanda AK,SWE
Andreas Erschbamer,292971,1984,15981,https://data.fis-ski.com/general/load-competitor-picture/15981.html,,ITA
Erik Seletto,290489,1975,55551,https://data.fis-ski.com/general/load-competitor-picture/55551.html,,ITA
Kai Alaerts,60160,06-09-1989,106463,https://data.fis-ski.com/general/load-competitor-picture/106463.html,Snowspirit,BEL
Didier Cuche,510030,16-08-1974,11795,https://data.fis-ski.com/general/load-competitor-picture/11795.html,Chasseral Dombresson,SUI
Erik Fisher,534939,1985,17325,https://data.fis-ski.com/general/load-competitor-picture/17325.html,Bogus Basin Ski Education Fnd,USA
William Vukelic,380374,29-09-1998,194596,https://data.fis-ski.com/general/load-competitor-picture/194596.html,SK Kvarner 2001,CRO
Markus Vogel,511174,1984,64495,https://data.fis-ski.com/general/load-competitor-picture/64495.html,Beckenried-Klewenalp,SUI
Klaus Kroell,50753,24-04-1980,32552,https://data.fis-ski.com/general/load-competitor-picture/32552.html,SU Oeblarn - Steiermark,AUT
Jesper Pohjolainen,180889,14-09-2001,222476,https://data.fis-ski.com/general/load-competitor-picture/222476.html,Hyvinkaan Slalomseura sukkula,FIN
Bjoernar Neteland,422073,20-05-1991,128087,https://data.fis-ski.com/general/load-competitor-picture/128087.html,Fana IL,NOR
Justus Kuukka,180722,1994,157245,https://data.fis-ski.com/general/load-competitor-picture/157245.html,Lahden Hiihtoseura,FIN
Bennett Norbury,40496,1992,138456,https://data.fis-ski.com/general/load-competitor-picture/138456.html,,AUS
Martin Vrablik,150495,1982,64729,https://data.fis-ski.com/general/load-competitor-picture/64729.html,Ski klub Sumperk,CZE
Dimitri Cuche,511217,1985,11796,https://data.fis-ski.com/general/load-competitor-picture/11796.html,SAS Lausanne,SUI
Patrick Staudacher,290998,1980,58388,https://data.fis-ski.com/general/load-competitor-picture/58388.html,C.S. Carabinieri,ITA
Peter Lubellan,700686,1982,36108,https://data.fis-ski.com/general/load-competitor-picture/36108.html,LKS Banska Bystrica,SVK
Raphael Burtin,191227,1977,8149,https://data.fis-ski.com/general/load-competitor-picture/8149.html,Flumet,FRA
Daniel Albrecht,510993,1983,643,https://data.fis-ski.com/general/load-competitor-picture/643.html,Eggishorn,SUI
Miha Hrobat,561310,03-02-1995,163381,https://data.fis-ski.com/general/load-competitor-picture/163381.html,ASK Triglav Kranj,SLO
Turo Torvinen,180864,13-10-2000,212968,https://data.fis-ski.com/general/load-competitor-picture/212968.html,Santa Claus Ski Team,FIN
Ondrej Berndt,150743,29-09-1988,97501,https://data.fis-ski.com/general/load-competitor-picture/97501.html,TJ Bizuterie Jablonec,CZE
Jakob Spik,561296,12-07-1994,155093,https://data.fis-ski.com/general/load-competitor-picture/155093.html,SK Alpetour,SLO
Roberto Grigis,290274,1962,21702,https://data.fis-ski.com/general/load-competitor-picture/21702.html,,ITA
Martin Stocker,50685,1979,194599,https://data.fis-ski.com/general/load-competitor-picture/194599.html,Raettvik Slk,SWE
Johan Wallner,500106,1965,65130,https://data.fis-ski.com/general/load-competitor-picture/65130.html,,SWE
Lars Boerje Eriksson,500029,1966,15887,https://data.fis-ski.com/general/load-competitor-picture/15887.html,,SWE
Jernej Rebersak,560298,1977,50121,https://data.fis-ski.com/general/load-competitor-picture/50121.html,SK Radovljica,SLO
Andrew Noble,220575,1984,43754,https://data.fis-ski.com/general/load-competitor-picture/43754.html,Scottish Ski Club,GBR
Dane Spencer,532188,1977,57949,https://data.fis-ski.com/general/load-competitor-picture/57949.html,Bogus Basin Ski Education Fnd,USA
Alexandre Anselmet,191640,1980,1382,https://data.fis-ski.com/general/load-competitor-picture/1382.html,SC Bonneval sur Arc,FRA
Max Rauffer,200705,1972,49970,https://data.fis-ski.com/general/load-competitor-picture/49970.html,SC Leitzachtal,GER
Paul Stutz,102727,1983,59364,https://data.fis-ski.com/general/load-competitor-picture/59364.html,Banff Alpine Racers,CAN
Per Saxvall,501401,1989,107323,https://data.fis-ski.com/general/load-competitor-picture/107323.html,IFK Borlänge Alpin,SWE
Norbert Farkas,240132,1992,136805,https://data.fis-ski.com/general/load-competitor-picture/136805.html,Rozmaring SE,HUN
Janne Leskinen,180064,1971,34999,https://data.fis-ski.com/general/load-competitor-picture/34999.html,,FIN
Kurt Sulzenbacher,291641,1976,59551,https://data.fis-ski.com/general/load-competitor-picture/59551.html,C.S. Carabinieri,ITA
Adam Peraudo,294348,1987,81156,https://data.fis-ski.com/general/load-competitor-picture/81156.html,C.S. CARABINIERI SEZ. SCI,ITA
Sasha Zaitsoff,103646,1990,121099,https://data.fis-ski.com/general/load-competitor-picture/121099.html,Red Mountain Racers,CAN
Gian Luca Barandun,512031,1994,156292,https://data.fis-ski.com/general/load-competitor-picture/156292.html,Beverin,SUI
Gianfranco Martin,290716,1970,38007,https://data.fis-ski.com/general/load-competitor-picture/38007.html,,ITA
Manuel Pleisch,511718,1990,117686,https://data.fis-ski.com/general/load-competitor-picture/117686.html,Pany,SUI
Jean Luc Cretier,190096,1966,11625,https://data.fis-ski.com/general/load-competitor-picture/11625.html,CS LA Plagne,FRA
Yuri Danilochkin,660021,22-02-1991,170937,https://data.fis-ski.com/general/load-competitor-picture/170937.html,,BLR
Michal Klusak,430472,20-07-1990,118081,https://data.fis-ski.com/general/load-competitor-picture/118081.html,AZS Zakopane,POL
Mark Engel,934523,1991,125771,https://data.fis-ski.com/general/load-competitor-picture/125771.html,,USA
Tomas Klinsky,151237,04-04-1998,196153,https://data.fis-ski.com/general/load-competitor-picture/196153.html,Tj Sokol destne,CZE
Dmitriy Koshkin,670058,1986,152737,https://data.fis-ski.com/general/load-competitor-picture/152737.html,,KAZ
Fabian Wilkens Solheim,422469,10-04-1996,174356,https://data.fis-ski.com/general/load-competitor-picture/174356.html,IL Heming,NOR
Mathias Berthold,50012,1965,4592,https://data.fis-ski.com/general/load-competitor-picture/4592.html,,AUT
Steven Theolier,194207,1990,120353,https://data.fis-ski.com/general/load-competitor-picture/120353.html,SH Modane Valfrejus,NED
Didrik Marksten,420488,1971,37810,https://data.fis-ski.com/general/load-competitor-picture/37810.html,,NOR
Victor Gomez,20005,1974,11999,https://data.fis-ski.com/general/load-competitor-picture/11999.html,,GER
Trevor Philp,103865,01-05-1992,136473,https://data.fis-ski.com/general/load-competitor-picture/136473.html,BAR,CAN
John Moulder-Brown,220054,1978,41828,https://data.fis-ski.com/general/load-competitor-picture/41828.html,,GBR
Christoph Dreier,50824,1981,14308,https://data.fis-ski.com/general/load-competitor-picture/14308.html,USC -   Neukirchen -  Salzburg,AUT
Bernard Vajdic,560425,1980,63328,https://data.fis-ski.com/general/load-competitor-picture/63328.html,UNC - SD Unior Celje,SLO
Walter Girardi,291399,1976,20473,https://data.fis-ski.com/general/load-competitor-picture/20473.html,G.S. Fiamme Gialle,ITA
Martin Knoeri,510135,1966,31158,https://data.fis-ski.com/general/load-competitor-picture/31158.html,,SUI
David Donaldson,103078,1986,71050,https://data.fis-ski.com/general/load-competitor-picture/71050.html,Georgian Peaks,CAN
Joaquim Salarich,491879,02-01-1994,159191,https://data.fis-ski.com/general/load-competitor-picture/159191.html,LMCE,ESP
Michael Zach,51258,1986,239526,https://data.fis-ski.com/general/load-competitor-picture/239526.html,Flumserberg,SUI
Cyril Vieux,192139,1983,64174,https://data.fis-ski.com/general/load-competitor-picture/64174.html,EC Champsaur,FRA
Yumenosuke Kakizaki,304537,1995,164266,https://data.fis-ski.com/general/load-competitor-picture/164266.html,Tokai University,JPN
Alberto Tomba,290539,1966,61842,https://data.fis-ski.com/general/load-competitor-picture/61842.html,,ITA
Sandy Vietze,6530534,16-07-1993,145932,https://data.fis-ski.com/general/load-competitor-picture/145932.html,Green Mountain Valley School,USA
Tim Jitloff,534959,1985,28054,https://data.fis-ski.com/general/load-competitor-picture/28054.html,Park City Ski and Snowboard Club,USA
Erik Schlopy,530703,1972,54530,https://data.fis-ski.com/general/load-competitor-picture/54530.html,Park City Ski Education Foundation,USA
Marko Djordjevic,310267,1978,13773,https://data.fis-ski.com/general/load-competitor-picture/13773.html,Smucka,SCG
Greg Hardy,534152,1983,23370,https://data.fis-ski.com/general/load-competitor-picture/23370.html,University of Vermont Ski Team,USA
Cary Mullen,100354,1969,42071,https://data.fis-ski.com/general/load-competitor-picture/42071.html,Banff Mountain Academy,CAN
Jean Francoise Rey,190299,1965,50632,https://data.fis-ski.com/general/load-competitor-picture/50632.html,,FRA
Jared Goldberg,934643,17-06-1991,130869,https://data.fis-ski.com/general/load-competitor-picture/130869.html,Snowbird Sports Ed Fnd,USA
Manuel Carrozza,290799,1980,9002,https://data.fis-ski.com/general/load-competitor-picture/9002.html,,ITA
Sacha Gros,530113,1974,21858,https://data.fis-ski.com/general/load-competitor-picture/21858.html,Steamboat Springs Winter Sports CLU,USA
Benjamin Ritchie,6532592,05-09-2000,210997,https://data.fis-ski.com/general/load-competitor-picture/210997.html,Green Mountain valley school,USA
Federico Paini,6291536,09-03-1995,165148,https://data.fis-ski.com/general/load-competitor-picture/165148.html,C.S. CARABINIERI SEZ. SCI,ITA
Christopher Beckmann,534698,1986,75147,https://data.fis-ski.com/general/load-competitor-picture/75147.html,,USA
Thibault Garnier,191755,1981,19483,https://data.fis-ski.com/general/load-competitor-picture/19483.html,U.S. Montvalezan La Rosiere,FRA
Manfred Kleinlercher,50358,1971,30951,https://data.fis-ski.com/general/load-competitor-picture/30951.html,,AUT
Didier Defago,510727,02-10-1977,12865,https://data.fis-ski.com/general/load-competitor-picture/12865.html,Morgins,SUI
Jeffrey Read,104468,01-10-1997,187933,https://data.fis-ski.com/general/load-competitor-picture/187933.html,BAR,CAN
Ross Peraudo,40594,1992,181654,https://data.fis-ski.com/general/load-competitor-picture/181654.html,,AUS
Joery Rooij Van,400163,1986,69896,https://data.fis-ski.com/general/load-competitor-picture/69896.html,Ski Team 2000,NED
Aane Saeter,420196,1975,52920,https://data.fis-ski.com/general/load-competitor-picture/52920.html,,NOR
Ronald Duncan,220014,1962,14677,https://data.fis-ski.com/general/load-competitor-picture/14677.html,,GBR
Max Ancenay,190376,1970,1040,https://data.fis-ski.com/general/load-competitor-picture/1040.html,ND Bellecomb,FRA
Manuel Pescollderungg,292280,1981,47227,https://data.fis-ski.com/general/load-competitor-picture/47227.html,,ITA
Luke Deane,40271,1982,12784,https://data.fis-ski.com/general/load-competitor-picture/12784.html,,AUS
Ed Podivinsky,100465,1970,48348,https://data.fis-ski.com/general/load-competitor-picture/48348.html,Snow Valley Ski Club,CAN
Christof Innerhofer,293006,17-12-1984,26841,https://data.fis-ski.com/general/load-competitor-picture/26841.html,Gruppo Sciatori Fiamme Gialle,ITA
Adam Zika,150834,16-08-1989,108313,https://data.fis-ski.com/general/load-competitor-picture/108313.html,CU-Colorado Buffs,CZE
Kyle Negomir,6532123,03-10-1998,195130,https://data.fis-ski.com/general/load-competitor-picture/195130.html,Ski and Snowboard Club Vail,USA
Aljaz Dvornik,561313,07-08-1995,163389,https://data.fis-ski.com/general/load-competitor-picture/163389.html,SK Dvornik transport,SLO
Alec Scott,40612,20-01-1997,187863,https://data.fis-ski.com/general/load-competitor-picture/187863.html,,IRL
Andreas Ertl,200056,1975,15990,https://data.fis-ski.com/general/load-competitor-picture/15990.html,SC Lenggries,GER
Elie Gateau,6190074,1995,163693,https://data.fis-ski.com/general/load-competitor-picture/163693.html,S.C. Meribel,FRA
Vincent Gaspoz,511776,1991,125931,https://data.fis-ski.com/general/load-competitor-picture/125931.html,Dent-Blanche Evolene Region,SUI
Ian Piccard,190270,1968,47720,https://data.fis-ski.com/general/load-competitor-picture/47720.html,SC Saisies,FRA
Jakub Kucera,150646,1986,70732,https://data.fis-ski.com/general/load-competitor-picture/70732.html,,CZE
Tetsuya Otaki,300389,1978,45550,https://data.fis-ski.com/general/load-competitor-picture/45550.html,,JPN
Marko Sljivic,710353,12-05-1996,177653,https://data.fis-ski.com/general/load-competitor-picture/177653.html,SPD Jahorina,BIH
Jeff Hume,101850,1979,26251,https://data.fis-ski.com/general/load-competitor-picture/26251.html,Whistler Ski Club,CAN
Michael Ross,101590,1978,21901,https://data.fis-ski.com/general/load-competitor-picture/21901.html,,CAN
Ivica Kostelic,380260,1979,32043,https://data.fis-ski.com/general/load-competitor-picture/32043.html,SK Zagreb,CRO
Nikola Chongarov,92534,1989,106177,https://data.fis-ski.com/general/load-competitor-picture/106177.html,A-team,BUL
Yasuhiro Ikuta,300466,1979,26678,https://data.fis-ski.com/general/load-competitor-picture/26678.html,,JPN
Kevin Wert,100504,1975,65854,https://data.fis-ski.com/general/load-competitor-picture/65854.html,Red Mountain Racers,CAN
Warren Cummings Smith,390035,1992,157258,https://data.fis-ski.com/general/load-competitor-picture/157258.html,,EST
Silvan Zurbriggen,510890,15-08-1981,68533,https://data.fis-ski.com/general/load-competitor-picture/68533.html,Saas-Almagell,SUI
Roland Leitinger,54031,13-05-1991,128896,https://data.fis-ski.com/general/load-competitor-picture/128896.html,SC St. Martin - Salzburg,AUT
Uros Pavlovcic,560050,1972,46514,https://data.fis-ski.com/general/load-competitor-picture/46514.html,,SLO
Ioannis Antoniou,230651,27-01-1995,169217,https://data.fis-ski.com/general/load-competitor-picture/169217.html,EOS Karpenisiou,GRE
Sam Robertson,40506,1993,73799,https://data.fis-ski.com/general/load-competitor-picture/73799.html,,NED
Henri Battilani,6291029,27-02-1994,157053,https://data.fis-ski.com/general/load-competitor-picture/157053.html,C.S. ESERCITO,ITA
Xavier Gigandet,510086,1966,20250,https://data.fis-ski.com/general/load-competitor-picture/20250.html,,SUI
Christian Gaidet,190151,1963,18984,https://data.fis-ski.com/general/load-competitor-picture/18984.html,US Rosiere,FRA
Marco Hangl,510106,1967,23148,https://data.fis-ski.com/general/load-competitor-picture/23148.html,,SUI
John Mealey,100192,1968,39374,https://data.fis-ski.com/general/load-competitor-picture/39374.html,,CAN
Simon Breitfuss Kammerlander,54106,29-11-1992,139430,https://data.fis-ski.com/general/load-competitor-picture/139430.html,Kondor,BOL
Charles Christianson,534507,1984,10169,https://data.fis-ski.com/general/load-competitor-picture/10169.html,Burke Mountain Academy,USA
Benedikt Staubitzer,202265,05-12-1990,118340,https://data.fis-ski.com/general/load-competitor-picture/118340.html,SC Mittenwald,GER
Andrej Filischkin,480031,1975,17143,https://data.fis-ski.com/general/load-competitor-picture/17143.html,"Elisovo Sports Club, Elisovo",RUS
Ivan Kovbasnyuk,690694,18-05-1993,146317,https://data.fis-ski.com/general/load-competitor-picture/146317.html,,UKR
Benjamin Raich,50625,28-02-1978,129020,https://data.fis-ski.com/general/load-competitor-picture/129020.html,Östersund Frösö SLK,SWE
Matej Jovan,560113,1970,28610,https://data.fis-ski.com/general/load-competitor-picture/28610.html,,SLO
Jan Zabystran,151238,26-01-1998,196154,https://data.fis-ski.com/general/load-competitor-picture/196154.html,LK Chomutov,CZE
Bart Mollin,60015,1981,41046,https://data.fis-ski.com/general/load-competitor-picture/41046.html,Snow Valley Racing Team,BEL
Matjaz Vrhovnik,560056,1972,64751,https://data.fis-ski.com/general/load-competitor-picture/64751.html,,SLO
Werner Perathoner,290398,1967,46937,https://data.fis-ski.com/general/load-competitor-picture/46937.html,,ITA
Florian Szwebel,6531726,04-09-1996,175792,https://data.fis-ski.com/general/load-competitor-picture/175792.html,Montana State University Ski Team,USA
Henrik Kristoffersen,422304,02-07-1994,154950,https://data.fis-ski.com/general/load-competitor-picture/154950.html,Raelingen Skiclub,NOR
Tim Cafe,410270,1987,78416,https://data.fis-ski.com/general/load-competitor-picture/78416.html,,NZL
Josef Ferstl,202059,29-12-1988,95447,https://data.fis-ski.com/general/load-competitor-picture/95447.html,SC Hammer,GER
Kenneth Sivertsen,420681,1973,56817,https://data.fis-ski.com/general/load-competitor-picture/56817.html,Narvik Slalåmklubb,NOR
Attilio Barcella,290034,1966,2936,https://data.fis-ski.com/general/load-competitor-picture/2936.html,,ITA
Are Torpe,420670,1973,61990,https://data.fis-ski.com/general/load-competitor-picture/61990.html,,NOR
Gauthier De Tessieres,191746,1981,12757,https://data.fis-ski.com/general/load-competitor-picture/12757.html,S.C. Alpe d Huez,FRA
Patrick Ortlieb,50144,1967,119359,https://data.fis-ski.com/general/load-competitor-picture/119359.html,Kungsbergets AK,SWE
Thomas Graggaber,50831,1981,21286,https://data.fis-ski.com/general/load-competitor-picture/21286.html,,AUT
Hubertus von Hohenlohe,540001,02-02-1959,64624,https://data.fis-ski.com/general/load-competitor-picture/64624.html,,MEX
Matteo De Vettori,6290540,1993,146742,https://data.fis-ski.com/general/load-competitor-picture/146742.html,GS FIAMMEGIALLE,ITA
Rainer Schoenfelder,50547,1977,32246,https://data.fis-ski.com/general/load-competitor-picture/32246.html,,SWE
Chip Knight,531557,1975,31128,https://data.fis-ski.com/general/load-competitor-picture/31128.html,Mount Mansfield SKI AND Snowboard C,USA
Alex Antor,20081,1979,1462,https://data.fis-ski.com/general/load-competitor-picture/1462.html,Pas de la Casa,AND
River Radamus,6532084,12-02-1998,194503,https://data.fis-ski.com/general/load-competitor-picture/194503.html,Ski and Snowboard Club Vail,USA
Freddy Rech,191667,1980,50146,https://data.fis-ski.com/general/load-competitor-picture/50146.html,Courchevel,FRA
Timon Haugan,422507,27-12-1996,174450,https://data.fis-ski.com/general/load-competitor-picture/174450.html,Oppdal Alpin,NOR
Achim Vogt,350031,1970,64522,https://data.fis-ski.com/general/load-competitor-picture/64522.html,Ski Club Balzers,LIE
Sandro Viletta,511352,23-01-1986,70321,https://data.fis-ski.com/general/load-competitor-picture/70321.html,La Punt Chamues-ch,SUI
Nolan Kasper,532138,1989,105945,https://data.fis-ski.com/general/load-competitor-picture/105945.html,Burke Mountain Academy,USA
Arjan Wanders,400016,1978,65206,https://data.fis-ski.com/general/load-competitor-picture/65206.html,AW Adventures,NED
Dalibor Samsal,380290,1985,53319,https://data.fis-ski.com/general/load-competitor-picture/53319.html,Fullsport SE,HUN
Mattias Roenngren,501898,22-11-1993,145704,https://data.fis-ski.com/general/load-competitor-picture/145704.html,Are Slk,SWE
Fernando Schmed,511808,1991,125964,https://data.fis-ski.com/general/load-competitor-picture/125964.html,Graue Hoerner Mels,SUI
Stefan Brennsteiner,54027,03-10-1991,128892,https://data.fis-ski.com/general/load-competitor-picture/128892.html,USK Niedernsill - Salzburg,AUT
Daisuke Yoshioka,301184,06-01-1980,67636,https://data.fis-ski.com/general/load-competitor-picture/67636.html,,JPN
Ford Swette,104026,1993,146257,https://data.fis-ski.com/general/load-competitor-picture/146257.html,Whistler Mountain Ski Club,CAN
Daniel Defago,510278,1980,12864,https://data.fis-ski.com/general/load-competitor-picture/12864.html,"SC,  Morgins",SUI
Marco Casanova,510638,1976,9077,https://data.fis-ski.com/general/load-competitor-picture/9077.html,Obersaxen GR,SUI
Marc Berthod,510997,24-11-1983,4588,https://data.fis-ski.com/general/load-competitor-picture/4588.html,Alpina St. Moritz,SUI
Patrick Holzer,290705,1970,25583,https://data.fis-ski.com/general/load-competitor-picture/25583.html,,ITA
Matthieu Bailet,6190176,23-04-1996,172438,https://data.fis-ski.com/general/load-competitor-picture/172438.html,Inter Club Nice,FRA
Adrian Smiseth Sejersted,422310,16-07-1994,154956,https://data.fis-ski.com/general/load-competitor-picture/154956.html,Stabaek If,NOR
Johnny Albertsen,170050,1977,623,https://data.fis-ski.com/general/load-competitor-picture/623.html,,DEN
Michal Kalwa,430194,1978,29086,https://data.fis-ski.com/general/load-competitor-picture/29086.html,AZS AWF Katowice,POL
Tahir Bisic,710240,1981,5131,https://data.fis-ski.com/general/load-competitor-picture/5131.html,Zeljeznicar -  Sarajevo,BIH
Akira Sasaki,301312,1981,53684,https://data.fis-ski.com/general/load-competitor-picture/53684.html,ICI Ishii Sports Ski Club,JPN
Ryan Cochran-Siegle,6530319,27-03-1992,139503,https://data.fis-ski.com/general/load-competitor-picture/139503.html,Mount Mansfield Ski Club,USA
Stefan Jon Sigurgeirsson,250267,1989,110382,https://data.fis-ski.com/general/load-competitor-picture/110382.html,Husavik,ISL
